,stock_id,date_id,seconds_in_bucket,imbalance_size,imbalance_buy_sell_flag,reference_price,matched_size,far_price,near_price,bid_price,bid_size,ask_price,ask_size,wap,target,time_id,row_id
1509404,118,140,440,0.0,0,0.994412,28002953.88,0.994412,0.994412,0.993568,34416.72,0.995324,3536.16,0.995161,7.7605247,7744,140_440_118
3870089,109,356,350,0.0,0,0.99987,42254272.95,0.99987,0.99987,0.999546,407867.85,0.99987,252681.68,0.999746,2.2494793,19615,356_350_109
4482992,12,412,200,125618.94,-1,0.999853,55657740.78,,,0.999811,30389.76,1.000063,13298.88,0.999987,7.530451,22680,412_200_12
1302043,144,121,360,3343569.84,-1,1.001436,25645034.02,0.984522,0.989309,1.001436,37656.0,1.001968,15635.54,1.001812,-27.390121,6691,121_360_144
970990,48,91,60,2034510.32,-1,0.999812,21041443.52,,,0.999633,1676.64,1.000456,2796.7,0.999942,3.900528,5011,91_60_48
5191007,27,476,400,572990.2,1,1.001209,24073634.26,1.002191,1.002191,1.000915,30582.0,1.001209,28857.51,1.001066,2.4604797,26220,476_400_27
1566400,182,146,30,1452289.74,-1,0.997466,7439923.79,,,0.997466,25578.0,0.9977,47330.4,0.997548,-2.0301342,8033,146_30_182
4725538,158,434,220,1486765.43,1,0.998659,2582272.36,,,0.998423,28945.77,0.998659,33510.77,0.998532,25.6598,23892,434_220_158
3518792,12,324,390,24347925.41,-1,0.995203,119438888.98,0.948627,0.948627,0.995238,4278.9,0.995343,28529.0,0.995252,3.080368,17859,324_390_12
1753657,90,163,190,0.0,0,1.000605,4880354.09,,,1.000557,209.52,1.001082,13835.58,1.000565,-7.5501204,8984,163_190_90
2600024,14,240,500,5662881.26,-1,1.003705,105786048.6,1.003064,1.003064,1.003705,9386.75,1.003919,167119.75,1.003717,2.95043,13250,240_500_14
263392,195,24,520,360458.38,1,0.996817,24831194.71,0.996817,0.996817,0.996707,128943.72,0.996817,12290.32,0.996808,3.2699108,1372,24_520_195
3994647,67,367,530,3179702.17,-1,0.997276,62767802.07,0.995181,0.9956,0.997276,39990.3,0.997328,17901.36,0.997312,2.039671,20238,367_530_67
1537784,130,143,230,7387937.34,-1,1.001732,44392283.04,,,1.001732,18506.0,1.002057,31748.08,1.001852,-10.75983,7888,143_230_130
3604462,82,332,270,86881.17,1,1.005365,286456.4,,,0.999841,92295.52,1.005365,393305.64,1.000895,-0.43988228,18287,332_270_82
5215680,100,478,530,285229.52,1,0.996348,1058260.68,1.000543,0.998445,0.99425,173057.4,0.996348,56121.25,0.995835,1.0597706,26343,478_530_100
3126190,24,288,540,151932.65,-1,1.001467,18251901.21,1.001096,1.00122,1.001467,24711.1,1.001714,17747.76,1.001611,-2.9098988,15894,288_540_24
4864715,135,447,30,0.0,0,1.000971,2166135.22,,,1.000545,59480.3,1.000971,27447.84,1.000837,2.349615,24588,447_30_135
3505260,80,323,260,2300339.9,-1,1.006078,1849372.51,,,1.006078,16470.72,1.007053,8264.0,1.006728,20.509958,17791,323_260_80
2916846,28,269,470,1627711.12,-1,0.999125,25653973.28,0.997487,0.997934,0.999051,2146.4,0.999423,58779.6,0.999064,3.4296513,14842,269_470_28
3638223,43,335,310,258785.51,1,0.998657,18512720.06,1.000698,0.998919,0.998395,2862.3,0.998762,572.67,0.998701,-4.3201447,18456,335_310_43
1730276,154,161,100,0.0,0,0.998193,1579480.78,,,0.998193,32601.6,0.998627,37179.65,0.998396,-1.4698505,8865,161_100_154
3481247,67,321,160,744395.73,-1,1.001787,26247792.04,,,1.001726,163.67,1.002154,1964.88,1.001759,-2.8699636,17671,321_160_67
4076939,159,375,240,6386625.61,-1,1.003132,33195467.16,,,1.002964,17499.56,1.003383,45925.53,1.00308,22.499561,20649,375_240_159
3825550,170,352,320,204246.4,1,1.000227,10117110.94,1.004462,1.001683,0.999962,15187.56,1.000359,16025.08,1.000155,0.4196167,19392,352_320_170
3965627,47,365,180,743597.37,1,0.998563,2606544.49,,,0.998063,5794.2,0.998663,15293.88,0.998228,9.649992,20093,365_180_47
388105,104,36,420,730205.49,-1,0.997932,18875508.7,0.992944,0.997309,0.997932,72351.07,0.99814,19448.1,0.998096,-1.7297268,2022,36_420_104
4629387,7,425,370,4706142.69,1,0.999907,87009125.51,1.019873,1.009327,0.999666,27372.4,0.999907,10453.8,0.99984,11.810064,23412,425_370_7
3921156,176,361,150,1865133.3,-1,0.998612,8886353.45,,,0.998612,5024.24,0.999025,39775.59,0.998658,-4.9501657,19870,361_150_176
29987,0,2,470,0.0,0,0.998557,16122712.09,0.998557,0.998557,0.998557,19604.52,0.998666,37004.1,0.998595,3.540516,157,2_470_0
4972395,15,456,470,1568771.4,1,1.001354,25313106.09,1.002291,1.00201,1.00126,56437.92,1.001354,3100.1,1.001349,-0.8100271,25127,456_470_15
4311332,152,396,410,4483976.28,-1,0.998169,22246815.67,0.974092,0.987469,0.998053,29860.72,0.998518,17770.26,0.998345,-4.6402216,21821,396_410_152
1414914,133,132,40,3244909.56,1,0.999324,26543594.32,,,0.998811,1461.25,0.999324,5263.2,0.998923,-0.7301569,7264,132_40_133
2481952,149,230,60,0.0,0,0.996033,11116217.36,,,0.99541,175.73,0.996146,5099.94,0.995434,0.07033348,12656,230_60_149
4316641,61,397,130,614015.04,1,1.000126,2007129.01,,,0.999132,215833.8,1.000126,143113.56,0.99973,-0.5197525,21848,397_130_61
806484,160,75,470,6839867.05,1,0.999251,97397640.28,1.000842,1.000597,0.999251,41169.24,0.999313,32839.38,0.999286,-2.4098158,4172,75_470_160
3294036,1,304,150,0.0,0,1.000757,2067306.11,,,1.000024,613.75,1.000757,13389.56,1.000056,7.8105927,16735,304_150_1
4453602,22,409,380,1913667.92,-1,0.996874,64336734.15,0.987067,0.988783,0.996874,40009.44,0.996997,26513.58,0.996948,-1.7100573,22533,409_380_22
2735522,193,253,150,4005292.48,1,0.999244,39655946.24,,,0.999141,30145.23,0.999244,19388.0,0.999204,-1.6599894,13930,253_150_193
3141253,163,290,190,4131584.11,1,1.001917,72921910.25,,,1.001603,478.35,1.002001,2871.24,1.00166,3.9994717,15969,290_190_163
208760,86,19,430,1361688.01,1,0.999311,6088821.58,1.018373,1.000027,0.999087,6251.84,0.999535,22338.0,0.999185,0.49948692,1088,19_430_86
2287093,111,212,170,0.0,0,0.998338,752788.33,,,0.997809,9246.3,0.998338,2039.04,0.998243,-13.639927,11677,212_170_111
1764839,42,164,210,2101388.92,1,1.001758,16205106.91,,,1.001163,538.34,1.001832,70031.0,1.001168,1.0204315,9041,164_210_42
4831825,45,444,40,132865357.53,-1,1.000394,527642471.17,,,1.000362,19056.4,1.000458,156215.0,1.000372,0.79989433,24424,444_40_45
3799440,60,350,120,8325528.14,-1,1.001801,4950659.43,,,1.001705,11136.56,1.001801,1144.99,1.001792,-0.47028065,19262,350_120_60
3656582,2,337,130,1915361.4,-1,1.000455,2152464.68,,,0.999965,27342.99,1.001055,1837.1,1.000986,1.6999245,18548,337_130_2
160564,82,15,120,1334759.91,1,1.00276,2705244.08,,,1.002147,74085.56,1.00276,29757.0,1.002584,10.540485,837,15_120_82
638505,5,60,130,36421.72,-1,0.999177,5380924.58,,,0.999138,51254.0,0.999645,1282.0,0.999633,7.120371,3313,60_130_5
3096568,53,286,150,2046125.91,1,0.999564,6026887.98,,,0.999051,15600.0,0.999308,8075.07,0.99922,-5.480051,15745,286_150_53
2789015,155,258,90,1109732.04,-1,1.000112,7972556.28,,,1.000112,19398.0,1.000318,19402.0,1.000215,-8.360147,14199,258_90_155
5066598,18,465,230,2434317.06,-1,0.999566,6378932.28,,,0.999566,54773.81,0.999948,33562.76,0.999803,6.849766,25598,465_230_18
1589179,108,148,90,1812421.2,-1,0.999056,4277021.71,,,0.999022,11097.52,1.000903,5851.8,1.000254,-3.2299757,8149,148_90_108
861851,56,81,0,5632839.13,1,0.999335,25056248.83,,,0.999335,41999.34,1.000112,7104.0,1.0,19.14978,4455,81_0_56
1353126,4,126,210,1775173.78,1,1.000581,12814377.36,,,1.000275,97639.35,1.000642,8507.72,1.000613,-15.05971,6951,126_210_4
441130,195,41,400,0.0,0,1.000127,21842563.83,1.000127,1.000127,1.000005,28256.16,1.000127,44278.85,1.000052,-3.1900406,2295,41_400_195
4166366,186,383,310,0.0,0,1.000594,28365026.13,1.000594,1.000594,1.000594,8273.28,1.000744,20819.76,1.000637,2.080202,21096,383_310_186
876434,138,82,190,463675.41,-1,1.002942,853693.74,,,1.002942,12177.0,1.004919,15007.23,1.003829,10.980368,4529,82_190_138
1935395,196,180,60,0.0,0,0.999069,3255934.61,,,0.998836,28580.95,0.999069,27258.96,0.998955,19.819736,9906,180_60_196
4846292,112,445,210,197590798.56,-1,0.999954,549499330.56,,,0.999896,106764.0,1.000012,397068.94,0.999921,2.5701523,24496,445_210_112
3133570,41,289,360,10052292.73,-1,0.997261,184761528.79,0.985547,0.99238,0.997261,3065.0,0.997342,6130.5,0.997288,3.2401085,15931,289_360_41
903654,113,84,480,0.0,0,0.994877,26822962.91,0.994877,0.994877,0.994722,49448.3,0.995453,5398.32,0.995381,-2.580285,4668,84_480_113
1774195,142,165,130,4801412.88,1,0.998689,129884751.81,,,0.998579,3837.72,0.99897,8318.31,0.998703,-1.7499924,9088,165_130_142
4315175,195,397,50,5217330.14,-1,1.001158,18901304.78,,,1.001158,28675.94,1.001383,64824.0,1.001227,14.590025,21840,397_50_195
2328653,79,216,60,6376389.9,-1,1.000314,7034834.77,,,1.000314,9749.29,1.000984,22514.58,1.000517,-2.1398067,11886,216_60_79
4076661,81,375,230,1785190.66,-1,0.99895,10692128.92,,,0.998734,2495.16,0.999454,4855.2,0.998979,-5.249977,20648,375_230_81
4994776,196,458,480,568375.22,1,0.99667,77553655.39,0.996945,0.996945,0.996394,15387.12,0.99667,10947.39,0.996555,-10.709763,25238,458_480_196
4101479,99,377,370,2413027.26,1,1.003773,18913960.16,1.01828,1.008741,1.003574,327896.5,1.003972,96366.9,1.003881,6.619692,20772,377_370_99
3757508,128,346,220,16297675.97,1,0.997733,96381587.82,,,0.997578,94323.15,0.997889,63895.58,0.997763,-2.6798248,19052,346_220_128
1654184,103,154,90,5974600.73,1,0.999774,12459118.3,,,0.999455,18792.0,0.999881,9964.0,0.999733,5.6004524,8479,154_90_103
4781648,68,439,280,11344016.62,1,0.998642,15649969.21,,,0.998179,1076.6,0.998642,2800.46,0.998307,-3.809929,24173,439_280_68
2680640,35,248,150,2660050.56,1,1.000738,6870598.4,,,1.000492,25453.16,1.000738,8378.02,1.000677,3.9696693,13655,248_150_35
905942,47,85,50,6546435.91,-1,0.997557,3778913.39,,,0.997557,1674.0,0.99851,18180.26,0.997637,14.179945,4680,85_50_47
2117461,26,196,450,0.0,0,1.002713,9402046.14,1.002713,1.002713,1.001933,255393.75,1.002713,268735.42,1.002313,-7.6001883,10825,196_450_26
273088,94,25,480,384313.87,1,1.00021,3387305.72,1.003137,1.001099,0.999358,99253.28,1.000321,36445.95,1.000063,2.0003319,1423,25_480_94
3352682,47,309,330,0.0,0,0.999551,5021721.57,0.999551,0.999551,0.999551,9570.0,0.99976,12347.88,0.999642,-4.220009,17028,309_330_47
1273989,61,119,40,3003274.98,1,0.998282,2262778.76,,,0.997739,18375.0,0.998282,13163.66,0.998055,12.509823,6549,119_40_61
844970,31,79,240,968651.2,-1,0.999314,1148866.41,,,0.998864,65152.08,0.999763,132213.27,0.999161,23.109913,4369,79_240_31
2709830,172,250,510,122270.84,1,0.999355,3769128.53,0.999647,0.999355,0.999062,95921.28,0.999355,102441.66,0.999204,-2.3001432,13801,250_510_172
419593,192,39,390,0.0,0,0.9996,7476873.54,0.9996,0.9996,0.99952,11790.45,0.9996,744.72,0.999596,-3.0601025,2184,39_390_192
4667322,142,429,60,178854537.24,1,0.999978,47431938.3,,,0.999474,51360.48,1.000041,63444.0,0.999728,-1.0597706,23601,429_60_142
4719623,43,433,480,501002.71,-1,1.001117,10176724.66,1.000411,1.000411,1.000989,28060.2,1.001181,103530.88,1.00103,4.34041,23863,433_480_43
1724081,63,160,340,796007.27,-1,0.996393,10375800.05,0.989353,0.991913,0.996393,6866.37,0.996819,66356.6,0.996433,-2.3001432,8834,160_340_63
661810,107,62,220,3467069.43,1,1.003037,1329382.65,,,1.002097,77290.0,1.003069,618.92,1.003062,-19.32025,3432,62_220_107
5170803,23,474,490,0.0,0,1.000407,36442944.17,1.000407,1.000407,1.000211,15517.68,1.000407,41048.22,1.000264,-3.61979,26119,474_490_23
2667078,5,247,20,468632.38,1,0.999432,9200588.85,,,0.999015,26621.28,0.999536,4598.88,0.99946,5.569458,13587,247_20_5
824169,6,77,280,2098045.39,1,1.000681,10131024.02,,,1.000231,29459.13,1.000681,57789.0,1.000383,-1.2499094,4263,77_280_6
5168649,69,474,380,2761055.53,1,1.008907,37100238.02,1.01986,1.014992,1.00769,172571.76,1.008907,346405.94,1.008095,-2.5701523,26108,474_380_69
4046301,121,372,360,0.0,0,0.997665,33583200.4,0.997665,0.997665,0.997665,89972.2,0.99795,393784.8,0.997718,4.479885,20496,372_360_121
1150602,196,107,370,238733.38,-1,0.996464,17245849.76,0.992453,0.994197,0.996464,2570.85,0.996639,26570.1,0.99648,-0.20980835,5922,107_370_196
4278717,137,393,430,0.0,0,1.001622,8500144.62,1.001622,1.001622,1.001259,25878.2,1.001622,11456.64,1.001511,-5.300045,21658,393_430_137
3768562,182,347,220,1350921.98,-1,0.998885,10873023.2,,,0.998885,35122.25,0.999148,19331.82,0.999055,1.5497208,19107,347_220_182
759929,54,71,300,1785864.36,-1,0.999154,25300871.69,0.997231,0.998296,0.999036,10129.5,0.999983,1351.88,0.999871,-0.21994114,3935,71_300_54
4127418,38,380,20,4328348.93,1,1.000312,21661657.23,,,1.000047,33415.49,1.000312,905.4,1.000305,-7.3498487,20902,380_20_38
2248561,185,208,430,586203.44,1,1.000238,169495838.32,1.002565,1.000587,0.99954,29644.7,1.000587,223471.3,0.999663,5.379915,11483,208_430_185
1417137,190,132,150,7048290.95,-1,0.998211,13921327.1,,,0.997854,9392.46,0.998969,447.76,0.998919,-4.1002035,7275,132_150_190
2161936,125,200,480,1405354.46,-1,0.999306,9317990.07,0.994618,0.996396,0.999306,17063.24,0.999629,63080.2,0.999375,2.9802322,11048,200_480_125
2235983,144,207,350,5122878.04,1,1.001387,27192642.01,1.040308,1.027178,1.00127,40228.11,1.001387,8542.0,1.001366,-3.6501884,11420,207_350_144
3287989,154,303,390,142129.01,-1,0.997496,3902601.19,0.997003,0.997003,0.997496,68754.42,0.99799,81405.72,0.997722,2.7501583,16704,303_390_154
2108515,35,196,0,0.0,0,0.999922,7266575.82,,,0.999697,13327.5,1.000147,6488.97,1.0,-29.699802,10780,196_0_35
1111355,152,104,30,65235.62,1,1.000599,6904879.92,,,0.999853,89685.75,1.000599,4273.94,1.000565,-3.579855,5723,104_30_152
1722042,194,160,230,997282.99,1,0.998395,4833587.0,,,0.997941,21643.08,0.998395,21652.92,0.998168,4.2402744,8823,160_230_194
1926956,28,179,190,6059456.75,1,0.999121,9210407.47,,,0.998759,6910.5,0.999121,14379.04,0.998877,-7.789731,9864,179_190_28
2603157,163,241,100,20648329.68,-1,0.999262,88191340.37,,,0.999224,17153.73,0.999493,1039.9,0.999477,-0.92983246,13265,241_100_163
3508284,104,323,410,1209308.4,-1,0.996226,31494384.57,0.989945,0.994052,0.996226,224056.92,0.996467,434403.75,0.996308,-4.5001507,17806,323_410_104
3655544,164,337,70,3578320.33,-1,0.998916,8684235.0,,,0.999068,13112.0,0.999221,458.99,0.999216,-4.7701597,18542,337_70_164
4626274,94,425,210,324616.5,-1,0.99975,1040855.68,,,0.999547,392.82,1.000106,10022.52,0.999568,5.2404404,23396,425_210_94
1848653,133,172,60,0.0,0,0.997762,35955511.54,,,0.997318,11099.8,0.997762,12273.66,0.997529,-0.29027462,9466,172_60_133
3415581,146,315,170,0.0,0,1.000002,1964321.83,,,0.999578,45656.05,1.000144,3535.75,1.000103,-0.5501509,17342,315_170_146
464322,104,43,500,726829.44,1,0.997969,31223793.71,0.998182,0.998182,0.997756,119642.03,0.997969,52696.8,0.997904,-2.0700693,2415,43_500_104
2811697,151,260,130,8732381.73,1,1.00046,32690353.29,,,1.000245,248470.2,1.00046,244753.86,1.000353,7.599592,14313,260_130_151
727649,34,68,300,1940302.26,-1,1.000299,47356343.23,0.985505,0.992175,1.000136,15294.5,1.001117,14697.12,1.000636,-34.890175,3770,68_300_34
185945,120,17,340,278108.7,-1,1.000089,8669776.68,0.992799,0.999279,1.000089,14816.0,1.000359,41718.3,1.000159,1.8298626,969,17_340_120
4207523,143,387,170,141132.97,1,0.998745,136506.56,,,0.995481,246247.85,0.998745,43742.7,0.998254,6.4504147,21302,387_170_143
3645358,178,336,110,7865992.27,1,0.998968,5733667.79,,,0.998833,890.4,0.999103,12617.4,0.998851,5.9604645,18491,336_110_178
2084662,62,193,450,535298.3,-1,1.005494,3126286.77,1.000171,1.000517,1.004941,25879.42,1.005701,14550.0,1.005427,6.5994263,10660,193_450_62
3880264,84,357,310,22126456.1,1,1.003042,189568059.46,1.022333,1.017567,1.002928,46311.12,1.003042,63375.63,1.002976,3.1495094,19666,357_310_84
834169,10,78,240,2266725.31,-1,0.998897,15766869.76,,,0.998801,5814.2,0.999186,43207.84,0.998847,-9.539723,4314,78_240_10
668442,109,63,10,8559325.45,1,0.999313,25288483.4,,,0.999037,336613.44,0.999313,59969.86,0.999271,-0.8702278,3466,63_10_109
2050124,132,190,360,4131849.68,1,1.000596,12964372.89,1.049214,1.02164,1.000173,43435.68,1.000643,43882.12,1.000407,0.12040138,10486,190_360_132
3569573,193,329,170,33848935.25,-1,0.997621,77873183.76,,,0.997621,25184.64,0.997744,43109.82,0.997666,1.9001961,18112,329_170_193
1585314,184,147,440,0.0,0,1.011808,25216270.76,1.011808,1.011808,1.01174,23873.08,1.011808,25061.01,1.011774,5.8698654,8129,147_440_184
3524805,25,325,140,2941384.69,1,0.997417,6404149.23,,,0.997072,19767.6,0.997417,5088.16,0.997346,-1.4001131,17889,325_140_25
2352881,29,218,180,288518.01,-1,0.997786,11893286.86,,,0.99777,59725.0,0.998538,1195.42,0.998523,-9.499788,12008,218_180_29
4704202,22,432,260,294118.56,-1,1.00027,14519712.24,,,1.00027,37090.0,1.000539,964.6,1.000533,-2.3400784,23786,432_260_22
1984838,187,184,360,0.0,0,0.999113,53260509.21,0.999113,0.999113,0.999033,12487.0,0.999113,13362.16,0.999071,-4.6902895,10156,184_360_187
2848515,154,263,330,319394.24,-1,1.000154,4389026.87,0.99849,0.999738,1.000154,87890.24,1.00057,70009.55,1.000386,4.6503544,14498,263_330_154
2915649,25,269,410,1844520.97,-1,0.998072,11074067.24,0.970878,0.988754,0.997976,25400.32,0.998357,31710.0,0.998146,6.8604946,14836,269_410_25
82735,11,7,470,10121032.14,1,0.99644,10716403.34,,1.004883,0.995937,46294.07,0.99644,194145.0,0.996034,31.570196,432,7_470_11
3125331,161,288,490,0.0,0,0.997848,3338896.63,0.997848,0.997848,0.997848,24318.5,0.999022,106868.58,0.998066,-11.479855,15889,288_490_161
2686428,52,248,440,1130244.71,1,0.998193,9924707.8,0.999113,0.999113,0.997886,9754.0,0.998193,9269.15,0.998043,3.7801266,13684,248_440_52
5190915,135,476,390,227507.21,1,0.9993,8667658.63,1.00007,0.999685,0.998915,138286.14,0.9993,94068.75,0.999144,-9.8598,26219,476_390_135
3178798,96,293,430,2002342.19,1,0.993048,59315155.18,1.000911,0.995361,0.992817,43960.32,0.993048,23316.42,0.992968,5.199909,16158,293_430_96
2178300,171,202,200,1660314.07,-1,0.997877,13339350.15,,,0.997877,5211.17,0.998535,5699.69,0.998191,1.1098385,11130,202_200_171
876415,118,82,190,7983735.11,1,0.999472,44448147.55,,,0.998606,30853.75,0.999699,1111950.0,0.998636,6.289482,4529,82_190_118
1213520,71,113,270,9762242.39,1,1.000239,15249721.19,,,0.999965,11490.9,1.000905,766.78,1.000846,-24.480225,6242,113_270_71
5038018,38,462,450,2505122.7,-1,1.000332,60461083.38,0.992919,0.998355,1.000332,124840.32,1.000456,273354.72,1.000371,0.12040138,25455,462_450_38
3110897,54,287,320,2195493.65,-1,0.995016,25806012.84,0.990389,0.990389,0.994984,30750.0,0.995954,615.6,0.995935,-15.910268,15817,287_320_54
141384,103,13,220,944929.28,1,1.000666,3570058.64,,,1.000503,20780.8,1.000707,11003.85,1.000636,-1.8399954,737,13_220_103
4047717,137,372,430,1031946.52,-1,1.000538,8771377.62,0.993385,0.999107,1.000538,4252.2,1.000627,80351.38,1.000542,0.48041344,20503,372_430_137
1279328,82,119,310,0.0,0,0.998071,4278469.7,0.998071,0.998071,0.998071,45892.68,0.999124,35207.9,0.998668,-9.36985,6576,119_310_82
4601037,57,423,50,6766861.25,1,0.999365,10029839.93,,,0.998843,478.38,0.999407,1914.6,0.998956,-1.5002489,23270,423_50_57
4140365,185,381,110,4646394.27,-1,1.000441,12105060.61,,,1.000277,9485.06,1.000907,64612.08,1.000357,22.690296,20966,381_110_185
4690240,60,431,110,14132082.06,-1,0.999152,11244162.05,,,0.999152,22578.84,0.999454,42529.76,0.999257,-10.020137,23716,431_110_60
648816,180,61,100,0.0,0,1.000043,4636664.41,,,0.999419,33660.0,1.000132,7859.6,0.999997,-9.739995,3365,61_100_180
577686,175,54,290,19328513.22,1,1.000387,308063692.16,,,1.000257,25682.85,1.000453,5708.42,1.000418,0.9596348,2999,54_290_175
4232984,4,389,350,3339375.72,-1,0.999886,33690951.34,0.980284,0.990348,0.999711,140609.55,1.000179,45809.24,1.000064,1.7797947,21430,389_350_4
1118460,165,104,390,0.0,0,1.000509,6470902.42,1.000509,1.000509,0.999939,127621.04,1.000509,171919.8,1.000182,0.49948692,5759,104_390_165
739485,174,69,350,0.0,0,1.01043,12225111.73,1.01043,1.01043,1.01043,327.2,1.010739,30438.9,1.010433,-0.42021275,3830,69_350_174
1085848,55,101,390,922420.31,1,1.00052,23177598.04,1.002407,1.002407,1.000362,50872.0,1.00052,14755.2,1.000484,0.46014786,5594,101_390_55
3087597,37,285,250,12211457.45,1,0.999126,58379931.41,,,0.998869,14961.28,0.999126,71084.32,0.998914,-5.850196,15700,285_250_37
2832362,120,262,70,378059.01,-1,0.99856,2538639.28,,,0.99856,38319.0,0.998836,25890.56,0.998724,-2.4402142,14417,262_70_120
4297994,14,395,300,13897968.5,-1,0.998961,72548587.58,0.984019,0.989051,0.998034,6788.88,0.998405,24578.4,0.998115,-1.3798475,21755,395_300_14
1543294,124,143,510,0.0,0,0.998773,2766251.62,0.998773,0.998773,0.99847,44205.48,0.998773,10972.35,0.998713,1.8405914,7916,143_510_124
1969968,167,183,160,1797836.53,1,1.001309,4543387.4,,,1.00092,103.04,1.001309,25976.16,1.000922,10.340214,10081,183_160_167
1196340,30,111,500,1624651.13,-1,1.00009,12990541.43,0.999595,0.999595,1.00009,22126.3,1.000255,24797.67,1.000168,-6.2400103,6155,111_500_30
3691451,71,340,220,10391812.45,-1,1.000572,39494319.15,,,1.000484,31927.57,1.001191,5438.32,1.001088,-4.630089,18722,340_220_71
3686101,121,339,500,0.0,0,1.002007,31024334.47,1.002007,1.002007,1.001876,187180.76,1.002139,179028.55,1.00201,2.1100044,18695,339_500_121
3697839,59,340,540,137505.55,-1,1.003059,6299065.58,1.001338,1.002772,1.003059,21162.9,1.003345,182192.93,1.003089,-12.770295,18754,340_540_59
945195,60,88,400,9621088.33,1,0.999732,55021761.24,1.046119,1.021751,0.999242,22871.52,0.999927,20639.35,0.999603,-3.6102533,4880,88_400_60
3032960,126,280,250,26705610.18,1,0.999366,126718247.15,,,0.999179,81617.57,0.999366,106288.8,0.99926,3.579855,15425,280_250_126
3370315,80,311,110,0.0,0,0.99786,925438.01,,,0.997146,6204.9,0.998217,1063.24,0.99806,11.09004,17116,311_110_80
2061055,137,191,360,934922.34,1,1.003764,15038610.16,1.030617,1.01397,1.00343,29267.8,1.003932,13201.1,1.003776,3.169775,10541,191_360_137
2702065,168,250,120,3080864.82,1,0.997858,375925238.32,,,0.997637,48754.8,0.997784,16931.25,0.997746,-3.5601854,13762,250_120_168
4505815,35,414,240,1741105.85,-1,0.998822,13443384.93,,,0.998822,21899.6,0.998919,11880.65,0.998885,-3.489852,22794,414_240_35
621932,189,58,370,67595.4,-1,1.000211,8590769.3,0.999305,1.000111,1.000211,19856.0,1.000312,38822.39,1.000245,-0.06020069,3227,58_370_189
3602665,85,332,180,37732445.38,1,0.995627,1353824.88,,,0.996124,44541.0,0.996395,1102.8,0.996389,-8.040071,18278,332_180_85
4333774,194,398,430,590462.08,-1,0.996439,15428632.54,0.986909,0.989538,0.996439,27257.68,0.996768,177339.51,0.996483,0.8702278,21933,398_430_194
3169725,178,292,520,0.0,0,1.00235,14025830.2,1.00235,1.00235,1.002216,7525.51,1.002485,36668.76,1.002262,-1.2302399,16112,292_520_178
315966,161,29,510,263616.57,-1,1.000178,22486281.85,1.000089,1.000178,1.000089,140689.77,1.000268,45082.36,1.000224,-7.609725,1646,29_510_161
3530901,121,325,440,2138244.25,1,0.999625,35559654.72,1.00919,1.001265,0.999352,565664.76,0.999625,396124.82,0.999513,-2.5898218,17919,325_440_121
1367353,47,127,380,0.0,0,1.001365,4015806.81,1.001365,1.001365,1.000906,5494.86,1.001365,27661.42,1.000982,3.4797192,7023,127_380_47
68627,114,6,280,146370.69,-1,0.998916,1964800.95,,,0.99871,16420.03,0.999054,1017.52,0.999034,0.33974648,358,6_280_114
403532,34,38,120,13733684.84,-1,0.999222,15202637.62,,,0.999159,7031.75,0.999706,17908.8,0.999314,2.219677,2102,38_120_34
2034802,55,189,140,105691.44,-1,1.000533,13472682.37,,,1.000533,27325.0,1.000716,5466.0,1.000685,-0.7802248,10409,189_140_55
2813275,137,260,210,6567952.63,-1,0.997459,9870122.55,,,0.997459,12735.0,0.997694,15158.22,0.997567,-15.159845,14321,260_210_137
4363261,81,401,260,25706593.71,1,1.001574,28706350.55,,,1.001173,29344.56,1.001746,19399.47,1.001518,-25.330185,22081,401_260_81
1132793,116,106,20,1797715.57,-1,0.999213,6294259.83,,,0.999115,41789.4,0.999895,25216.23,0.999602,7.7295303,5832,106_20_116
1935816,23,180,90,2380458.06,-1,0.996711,7588143.17,,,0.996711,3271.59,0.997205,18184.5,0.996787,0.71048737,9909,180_90_23
1279072,22,119,300,4815427.84,-1,0.992419,21247465.02,0.933806,0.967559,0.991875,2733.0,0.992419,7656.6,0.992018,8.280277,6575,119_300_22
4431879,99,407,390,10969285.21,1,1.005767,310039923.38,1.010092,1.010092,1.005513,100934.08,1.006022,128742.24,1.005736,-2.490282,22424,407_390_99
1210969,82,113,140,3029663.88,-1,1.001733,1189704.97,,,1.001338,48399.4,1.002128,36416.96,1.001789,-8.230209,6229,113_140_82
2041649,172,189,480,46985.62,1,1.002766,2279615.23,1.003775,1.003019,1.002262,42601.28,1.002766,43855.28,1.002511,5.970001,10443,189_480_172
336758,18,31,500,3427707.26,1,1.001066,7005847.65,1.001365,1.001216,1.000767,132868.48,1.001066,46893.0,1.000988,6.5505505,1755,31_500_18
2185054,159,202,540,234943.88,1,1.007517,21402845.64,1.008049,1.007916,1.007119,85794.28,1.00765,87886.97,1.007381,12.919903,11164,202_540_159
1407874,186,131,230,6346642.39,1,0.999933,26153820.65,,,0.999709,89210.0,0.999933,17935.23,0.999895,-1.2201071,7228,131_230_186
1148089,44,107,250,6836988.05,1,1.000219,22000035.04,,,0.999912,913.04,1.000219,456.66,1.000117,-7.3999166,5910,107_250_44
2831761,116,262,40,0.0,0,1.000544,4398238.66,,,1.000325,731.48,1.000599,7499.72,1.00035,10.67996,14414,262_40_116
